Article_ID,Coords_Ref,Coords_Impact
WDJS2H25,"6.100023233905418, 3.777098846977083
5.936629754425808, 3.6681698606573434
5.7369266128396195, 3.5229312122310232
5.57353313336001, 3.3595377327514147
5.882165261265939, 2.9782862806323265
6.081868402852129, 3.123524929058645
6.263416713385028, 3.268763577484965
6.426810192864638, 3.395847394857995
6.753597151823856, 2.960131449579036
6.572048841290957, 2.8148928011527157
6.426810192864638, 2.651499321673107
6.227107051278448, 2.5607251664066575
6.572048841290957, 2.1794737142875693
6.7354423207705665, 2.3065575316605975
6.916990631303466, 2.4336413490336275
7.044074448676495, 2.597034828513236
7.389016238689004, 2.1794737142875693
7.243777590262685, 2.034235065861249
7.0622292797297845, 1.9253060795415093
6.898835800250175, 1.780067431115191
7.243777590262685, 1.416970810049391
7.370861407635713, 1.544054627422421
7.5524097181686125, 1.7074481069020297
7.679493535541643, 1.7982222621684791
","11.764330522531878, 10.567005660907517
11.782485353585168, 10.803018464600287
11.800640184638457, 10.984566775133189
11.800640184638457, 11.184269916719376
12.327130285183866, 11.202424747772666
12.327130285183866, 10.966411944079896
12.308975454130575, 10.748553971440419
12.308975454130575, 10.530695998800939
12.817310723622693, 10.51254116774765
12.799155892569404, 10.730399140387128
12.817310723622693, 10.948257113026608
12.817310723622693, 11.166115085666087
13.343800824168103, 11.147960254612798
13.343800824168103, 10.948257113026608
13.325645993114811, 10.730399140387128
13.307491162061522, 10.51254116774765
13.85213609366022, 11.129805423559507
13.81582643155364, 10.911947450920026
13.833981262606931, 10.694089478280548
13.79767160050035, 10.476231505641069
14.360471363152339, 11.093495761452926
14.34231653209905, 10.893792619866737
14.324161701045758, 10.67593464722726
14.306006869992467, 10.494386336694358
"
Y3NLJNNJ,"5.359212281079026, 5.171622130525061
4.539039332402362, 4.778388524995153
4.516568840657795, 4.531213115804925
4.527804086530079, 4.385154919465245
4.1008647433833225, 4.115509018530451
4.258158185595285, 3.800922134106525
3.741336875470264, 2.8908672184515964
3.8536893341930942, 2.3965164000711408
","5.235624576483913, 5.328915572737024
4.550274578274646, 4.6772713121446055
4.314334414956701, 4.250331968997848
4.1570409727447375, 4.284037706614697
4.303099169084418, 4.081803280913602
4.089629497511039, 3.8121573799788084
4.179511464489304, 3.621158200149996
4.303099169084418, 3.5649819707885806
4.055923759894189, 3.2279245946200885
"
UHP29BNH,"7.81858800319903,63.2871768396211
7.79394301703706,63.3136736555606
7.84235281128379,63.3215784317876
8.26571846642335,63.6719316004572
8.54297456074551,63.7744126843721
8.65211664231995,63.9380757233281","8.71989035426537,63.9689946077376
8.55265651959486,63.8396817660001
8.46375853379632,63.804734984317
8.22170956256269,63.3559389656847
7.92861026285068,63.2638236421763
7.86611761936854,63.2658034599536"
9I7HDKDJ,"2.8616436636402347, 8.507485970844803
3.068509470650372, 7.817933280811011
3.1891811914062855, 6.180245641980756
3.2926140949113543, 5.766514027960482
1.4135830145692725, 5.800991662462171
4.482092485219645, 2.922109181571091
","3.706345708931629, 10.283084147681816
1.534254735325186, 10.627860492698712
2.672016673880942, 8.438530701841422
3.085748287901217, 7.680022742804253
4.326943129962042, 4.197781658133605
8.86075206693422, 2.4566611157982834
"
ATQ4U7D7,"7.413806953174327, 15.7835248255903
7.441574020414681, 16.644303910041252
7.8580800290199795, 16.89420751520443
7.802545894539273, 16.699838044521957
7.802545894539273, 16.699838044521957
8.996529785874465, 16.616536842800897
13.078288670206396, 16.338866170397367
14.411107897743355, 14.645075068735816
14.661011502906534, 14.478472665293696
13.078288670206396, 13.312255841198857
13.078288670206396, 13.50662531188133
15.438489385636426, 13.700994782563804
14.855380973589007, 13.756528917044509
","13.661397082253815, 3.982521248440152
13.661397082253815, 3.28834456743132
0.971847353412365, 17.171878187607962
3.1932127326406277, 16.533235641079838
2.8877749929967416, 15.89459309455171
2.8600079257563884, 15.811291892830653
"
922R3MEG,"2.1780821917808217, 3.6821616173506166
2.424657534246575, 3.6342164118711646
1.2191780821917808, 0.6616136721451377
1.0136986301369861, 0.8876410694054117
2.972602739726027, 5.0931205214602056
2.821917808219178, 4.764353398172534
","2.506849315068493, 2.9972301105013015
2.5958904109589036, 2.7575040831040414
1.6232876712328763, 0.8533944940629458
1.458904109589041, 0.7780520283095211
"
2U2YI9FJ,"5.960768008876452, 7.7840420315199355
6.766277199265162, 7.332956884902258
6.895158669727357, 6.5757782459368705
6.911268853535129, 5.270853357507161
","4.8491653261400325, 9.717264088452838
5.413021759412129, 8.090135523867644
5.767445803183162, 7.703491112481064
6.879048485919582, 6.752990267822387
"
HW7X27Q4,"1.8879310344827585, 5.37446241405063
1.7844827586206897, 5.27101413818856
1.8620689655172413, 5.193427931292008
1.896551724137931, 5.236531379567871
1.4568965517241381, 4.693427931292008
1.3448275862068966, 4.702048620947181
4.482758620689655, 3.865841724395457
4.431034482758621, 3.788255517498905
1.017241379310345, 2.753772758878215
1.0603448275862069, 2.727910689912698
1.8275862068965518, 1.6675658623264913
1.8189655172413794, 1.5899796554299395
0.646551724137931, 1.7537727588782155
0.6637931034482758, 1.7106693106023534
","2.862068965517241, 3.7537727588782155
2.810344827586207, 3.6934279312920086
2.0258620689655173, 4.4951520692230424
2.060344827586207, 4.52101413818856
2.2241379310344827, 2.977910689912698
2.0948275862068964, 2.831358965774767
3.5431034482758625, 1.952048620947181
3.5862068965517246, 1.9003244830161465
4.9655172413793105, 2.779634827843733
4.991379310344827, 2.8054968968092497
"
MHFRK5XJ,"-71.2560180323165,-28.4730142113103
-71.2958271429569,-28.5678554484407","-71.2595830272992,-28.497385239144
-71.2536413689946,-28.488681946375
-71.2534433137178,-28.4811965407079
-71.259781082576,-28.4810224551928"
HHUXMUWL,"22.627416997969526, 9.104722915233628
23.299168440096743, 9.210788932411612
26.410438277317553, 10.16538308701345
26.58721497261419, 9.316854949589592
28.107494552165267, 4.084264768809141
26.304372260139573, 4.084264768809141
25.9508188695463, 3.377157987622593
26.693280989792175, 2.528629850198736
27.471098449097372, 3.377157987622593
28.284271247461906, 2.5993405283173914
28.779245994292488, 1.6093910346562248
27.365032431919396, 1.4326143393595878
","10.995510447450815, 17.34251691605691
11.631906550518709, 16.812186830166997
17.96051224213831, 16.034369370861796
17.642314190604363, 15.433328606853228
26.481148955436208, 11.367464615030581
27.612519805334685, 8.00870740439448
28.107494552165267, 6.134874434250128
29.521708114538363, 4.013554090690485
30.193459556665584, 3.377157987622593
30.547012947258857, 6.488427824843402
31.71373913621666, 4.154975446927795
34.188612870369575, 5.569189009300891
34.75429829531881, 5.180280279648289
36.30993321392922, 7.549087996623224
"
A3YXVIMX,"0.4482092485219645, 5.873585849432733
0.7154109159100588, 5.864966440807311
","4.249368452333241, 5.718436494175131
4.456234259343377, 5.347801923281967
4.9044435078653414, 5.675339451048018
"
KULKEFKC,"1.2624999999999984, 5.016512623985568
1.3374999999999984, 4.966512623985567
1.7999999999999978, 4.579012623985567
3.5874999999999955, 4.929012623985567
4.512499999999994, 4.104012623985568
5.512499999999993, 3.14151262398557
5.424999999999994, 3.12901262398557
5.337499999999993, 3.0290126239855697
5.037499999999994, 3.0290126239855697
4.849999999999994, 2.34151262398557
5.112499999999994, 2.3540126239855703
5.137499999999994, 2.49151262398557
5.237499999999994, 2.4540126239855704
5.337499999999993, 2.4165126239855708
5.624999999999994, 6.8540126239855645
5.212499999999993, 7.154012623985564
5.149999999999993, 7.216512623985564
5.699999999999993, 7.591512623985564
5.887499999999993, 7.7165126239855635
","6.362499999999992, 7.979012623985564
6.037499999999992, 7.304012623985565
6.437499999999993, 7.141512623985565
6.7749999999999915, 6.591512623985565
6.174999999999992, 6.104012623985566
6.212499999999992, 5.816512623985566
5.9124999999999925, 5.6790126239855665
5.899999999999993, 5.454012623985567
5.299999999999994, 5.704012623985566
5.174999999999994, 5.516512623985567
5.212499999999993, 5.416512623985566
5.237499999999994, 5.379012623985567
5.374999999999993, 5.304012623985567
5.162499999999993, 5.254012623985567
5.212499999999993, 5.891512623985567
1.8374999999999977, 4.429012623985568
3.0249999999999964, 3.8915126239855686
3.074999999999996, 3.8040126239855687
3.212499999999996, 3.566512623985569
2.812499999999997, 3.4415126239855693
2.712499999999997, 3.4165126239855685
2.912499999999996, 3.204012623985569
3.162499999999996, 3.22901262398557
3.162499999999996, 3.2665126239855695
3.099999999999996, 3.04151262398557
3.187499999999996, 2.75401262398557
3.224999999999996, 2.3790126239855707
5.5999999999999925, 3.0915126239855697
5.574999999999993, 2.9165126239855703
5.424999999999994, 2.85401262398557
5.549999999999993, 2.5415126239855703
5.587499999999993, 2.3790126239855707
5.537499999999993, 2.329012623985571
5.462499999999993, 2.2290126239855708
5.437499999999994, 2.3665126239855705
6.724999999999992, 1.6415126239855713
6.724999999999992, 1.6040126239855714
6.687499999999992, 1.5540126239855714
6.737499999999992, 1.529012623985571
6.8374999999999915, 1.5415126239855712
6.824999999999991, 1.6040126239855714
7.199999999999991, 1.579012623985571
7.299999999999991, 1.5415126239855712
7.38749999999999, 1.4790126239855719
7.424999999999991, 1.4040126239855713
7.487499999999991, 1.4040126239855713
7.524999999999991, 1.3665126239855716
7.599999999999991, 1.2915126239855719
7.649999999999991, 1.2290126239855717
7.687499999999991, 1.1290126239855716
7.69999999999999, 1.0290126239855724
7.62499999999999, 1.0665126239855722
7.562499999999991, 1.0540126239855718
7.549999999999991, 0.9415126239855726
7.474999999999991, 0.9415126239855726
7.474999999999991, 1.0165126239855722
7.4624999999999915, 1.0915126239855717
7.374999999999991, 1.1540126239855721
7.4624999999999915, 1.2415126239855718
7.362499999999991, 1.341512623985572
7.324999999999991, 1.2790126239855717
7.199999999999991, 1.3165126239855716
7.187499999999991, 1.3665126239855716
7.2749999999999915, 1.4290126239855718
7.199999999999991, 1.4290126239855718
7.137499999999991, 1.4540126239855713
7.349999999999991, 1.1040126239855719
"
K9WG2PBL,"0.9596462138849049, 2.475573173328887
3.5079504457137283, 3.4110266255192143
3.8063278399468503, 3.5158619261957167
4.096640980281779, 3.6610184963631816
4.169219265365512, 3.5158619261957167
4.951451893490182, 3.1932917702680177
5.4836926507708865, 2.9110428838312807
6.757844766685297, 2.314288095365037
","2.3225051226794338, 3.1610347546752475
2.1612200447155843, 2.919107137729473
1.7902643653987302, 2.7013722824782764
1.8547783965842701, 2.628793997394544
"
27YL8FZF,"16.890055435158867, 4.8113457731965115
16.91844208294905, 4.782959125406326
17.003602026319598, 4.697799182035777
16.71973554841777, 4.641025886455413
16.776508843998137, 4.612639238665228
16.861668787368686, 4.5274792952946825
16.91844208294905, 4.499092647504497
17.003602026319598, 4.4139327041339484
16.946828730739234, 4.357159408553584
17.003602026319598, 4.300386112973217
17.060375321899965, 4.357159408553584
17.173921913060695, 4.385546056343767
17.20230856085088, 4.357159408553584
17.429401743172342, 4.385546056343767
17.429401743172342, 4.3287727607634
17.37262844759198, 4.271999465183035
17.457788390962527, 4.24361281739285
17.031988674109783, 4.1300662262321195
17.031988674109783, 4.1868395218124865
17.060375321899965, 4.158452874022301
17.117148617480332, 4.0732929306517525
17.20230856085088, 4.0732929306517525
17.20230856085088, 3.9313596917008398
17.173921913060695, 4.1868395218124865
17.28746850422143, 4.158452874022301
17.28746850422143, 4.158452874022301
17.344241799801793, 4.0732929306517525
17.40101509538216, 4.016519635071389
17.48617503875271, 3.9597463394910215
17.571334982123258, 3.9881329872812032
17.571334982123258, 3.9597463394910215
17.51456168654289, 3.8461997483302905
17.37262844759198, 3.8461997483302905
14.023004008350387, 3.8461997483302905
13.909457417189655, 3.8461997483302905
13.85268412160929, 3.8178131005401053
13.937844064979839, 3.7894264527499235
13.881070769399473, 3.6758798615891926
13.824297473819106, 3.6758798615891926
13.909457417189655, 3.6191065660088255
13.85268412160929, 3.6474932137990077
14.108163951720936, 3.6758798615891926
14.193323895091485, 3.7042665093793747
13.937844064979839, 3.335240088106997
13.994617360560204, 3.335240088106997
13.625590939287827, 3.3636267358971788
13.568817643707462, 3.3636267358971788
13.483657700336911, 3.3636267358971788
13.426884404756544, 3.335240088106997
13.341724461385995, 3.3636267358971788
13.28495116580563, 3.335240088106997
13.029471335693984, 3.3636267358971788
13.0010846879038, 3.3636267358971788
12.915924744533251, 3.3068534403168117
12.802378153372521, 3.3068534403168117
12.688831562211787, 3.3068534403168117
13.370111109176179, 3.07976025799535
13.426884404756544, 3.07976025799535
13.483657700336911, 3.07976025799535
13.739137530448557, 3.07976025799535
13.795910826028924, 3.07976025799535
13.909457417189655, 3.051373610205165
13.937844064979839, 2.994600314624801
14.023004008350387, 2.937827019044434
14.079777303930753, 3.0229869624149828
14.108163951720936, 2.994600314624801
14.193323895091485, 2.881053723464067
","16.123615944823925, 5.691331854692183
16.095229297033743, 5.606171911321634
16.010069353663194, 5.606171911321634
15.924909410292647, 5.662945206902001
15.669429580181, 5.3790787290001685
15.669429580181, 5.3790787290001685
15.697816227971181, 5.322305433419805
15.754589523551548, 5.237145490049256
15.839749466922099, 5.29391878562962
14.505577020783498, 5.322305433419805
14.448803725203133, 5.29391878562962
14.3352571340424, 5.29391878562962
14.363643781832584, 5.237145490049256
14.278483838462035, 5.208758842259071
14.278483838462035, 5.3790787290001685
14.250097190671852, 5.322305433419805
14.278483838462035, 5.7197185024823645
14.221710542881668, 5.662945206902001
14.13655059951112, 5.662945206902001
14.079777303930753, 5.662945206902001
13.256564518015447, 5.74810515027255
13.28495116580563, 5.8332650936430985
11.894005424086664, 5.4926253201609025
11.808845480716116, 5.4358520245805355
11.695298889555383, 5.3790787290001685
11.75207218513575, 5.3790787290001685
12.31980514093941, 5.123598898888522
12.348191788729592, 5.123598898888522
12.43335173210014, 5.0952122510983395
12.51851167547069, 5.010052307727791
12.490125027680508, 4.953279012147424
11.979165367457215, 4.726185829825962
11.894005424086664, 4.754572477616144
11.922392071876848, 4.697799182035777
11.979165367457215, 4.641025886455413
11.86561877629648, 4.385546056343767
11.780458832925932, 4.442319351924134
11.75207218513575, 4.4707059997143155
11.666912241765202, 4.5274792952946825
11.723685537345567, 4.357159408553584
11.638525593975018, 4.3287727607634
11.581752298394653, 4.357159408553584
10.673379569108798, 4.357159408553584
10.616606273528431, 4.385546056343767
10.219193204465869, 4.300386112973217
10.190806556675685, 4.385546056343767
10.275966500046234, 4.300386112973217
11.695298889555383, 2.9662136668346157
11.638525593975018, 2.994600314624801
11.55336565060447, 2.994600314624801
11.581752298394653, 3.051373610205165
11.723685537345567, 3.5055599748480946
11.75207218513575, 3.5339466226382767
11.808845480716116, 3.5339466226382767
12.092711958617945, 3.8745863961204727
12.177871901988494, 3.9597463394910215
12.177871901988494, 3.8461997483302905
12.71721821000197, 3.9597463394910215
12.688831562211787, 3.9597463394910215
12.575284971051056, 3.9597463394910215
12.51851167547069, 4.016519635071389
12.603671618841238, 3.9881329872812032
12.461738379890324, 4.158452874022301
12.603671618841238, 4.1868395218124865
12.546898323260873, 4.24361281739285
12.348191788729592, 4.101679578441938
13.199791222435081, 4.300386112973217
13.28495116580563, 4.357159408553584
13.370111109176179, 4.357159408553584
"
BMHPWFPU,"1.713800012132805, 10.620692712297195
5.141400036398415, 6.431403793750339
10.06857507128023, 5.146053784650737
","8.90223895191207, 13.238998286388982
9.045055619589805, 12.834351061302067
9.80674451387105, 12.78674550540949
"
74F7CUK8,"3,561572941513736; 5,159137181911945
3,8873950718099453; 2,9233232533276126","2,7863409763262035; 5,192842919528794
2,5953417964973915; 4,4288462002135445"
VI9KNGCX,"5.556390977443608, 3.136044081322439
5.38345864661654, 3.2488260362096573
5.1954887218045105, 3.399201976059281
3.353383458646616, 0.9179989685404847
3.353383458646616, 0.7901794196683042
","3.5112781954887216, 1.1736380662848458
3.676691729323308, 1.1134876903449962
0.6842105263157894, 2.466871148991612
0.7067669172932329, 2.647322276811161
0.7894736842105262, 2.8954425775630406
"
ZYARKFWM,"0.9683158789651876, 1.8715051830494585
0.5113069828180663, 1.4325956491259857
0.9185426328501545, 1.3737727218991282
0.7058751267222863, 0.903189304084271
0.49773246115033, 0.49142881349627066
0.8551948650673852, 0.5276275379435675
6.248804807714597, 1.8850797047171948
6.090435388257675, 1.4235459680141616
5.723923303228795, 1.047984201873458
6.3619258216124, 1.0887077668766667
6.08138570714585, 0.6814721168445784
6.117584431593147, 0.25161226403293","2.3031438429592543, 1.7312351258161836
1.7873120195852759, 1.4642695330173703
2.3529170890742876, 1.4054466057905133
2.1040508584991224, 1.057033882985282
1.8416101062562211, 0.39188232126620465
2.588208797981716, 0.4009320023780289
4.710359018704487, 1.7583841691516562
4.226201079221893, 1.559291184691524
5.018048176506509, 1.4099714463464252
5.036147538730157, 0.7493447251832599
4.366471136455168, 0.7357702035155236
3.8506393130811896, 0.9665370718670402"
YKI6UGR7,"4.365223104912685, 4.6400621384087675
4.2877755982126216, 4.661184185690603
4.238490821221672, 4.4288416655904115
4.498996071030977, 4.34435347646307
4.132880584812494, 4.24578392248117
4.062473760539709, 4.224661875199335
4.7595013208402825, 0.5846290602963378
","5.308674550168007, 4.865363976081681
5.3297965974498425, 4.752713057245224
5.738156178231998, 2.126538511870334
5.653667989104655, 0.443815411750767
5.590301847259148, 0.471978141459881
5.0200065706495876, 0.4508560941780453
"
SPUS9D5H,"0.5097276264591439, 1.2116934368488024
1.4747081712062258, 1.1221992734246777
1.6147859922178989, 1.4334833201172847
1.9260700389105059, 1.4918490788721486
2.1673151750972766, 2.180565032179542
","1.2412451361867705, 0.7992420749810978
0.8054474708171206, 1.5852342928799308
0.5214007782101168, 1.4140280671989967
0.6964980544747083, 1.0171409076659228
"
6A5A57HZ,"13.62301214976434, 10.863017904923883
13.937169662651987, 10.891577678822758
14.394126045034021, 11.091496096114899
14.708283557921668, 11.205735191710408
14.822522653517176, 11.205735191710408
15.136680166404824, 11.291414513407037
","14.851082427416053, 8.521116445215966
15.622196322685733, 8.77815441030586
15.051000844708193, 9.349349888283399
14.822522653517176, 9.406469436081153
14.394126045034021, 9.377909662182278
14.279886949438513, 9.035192375395752
15.736435418281241, 9.577828079474417
"
U3CJNIB6,"3.086344284335754, 2.141869925993823
2.8066013402874908, 2.343651721700767
2.0911931555083263, 2.173971575310837
","3.517423575164224, 2.261104623457017
3.5953847235055436, 2.343651721700767
"
ADBHW7IU,"3.585547745372069, 3.9423131459574856
2.615201490848935, 4.1316490004985855
","1.4200189090582451, 3.1080520368857667
1.28393376360683, 2.5282109823536496
"
JND64GBG,"10.271275137859353, 8.269162700707538
8.482609810422105, 6.8328102407958085
6.61264151355589, 0.8163905030523328
2.0325742357241467, 2.252742962964065
","15.52886716093248, 2.3340459323930305
14.03831272140144, 0.8976934724813007
21.05746908210216, 1.0602994113392323
22.006003725440095, -1.0264768040042263
"
Z5499SRN,"3.721451729575156, 4.281170474895946
3.453424735201322, 4.033760941627792
3.917317610079111, 4.188391899920389
4.154418412794426, 4.672902235903858
4.587385096013696, 4.652284774798178
4.2162707961114645, 3.910056174993715
5.75227164848459, 3.5904855278556824
6.566661362158931, 3.9306736360993946
","6.236781984468059, 3.0131966168966553
5.5976406901919935, 3.4977069528801237
5.071895431997165, 4.2193180915789075
4.711089862647773, 4.641976044245339
4.88633828204605, 4.033760941627792
4.6492374793307345, 4.1677744388147095
4.3915192155097404, 4.116230786050511
4.164727143347266, 4.239935552684587
3.9997874545018295, 4.198700630473229
3.5358945796240397, 4.1265395166033505
3.834847765656393, 4.580123660928299
3.216323932486007, 4.7347546192208965
"
6R7KS3ZZ,"3.077089986759536, 2.918629231337382
2.8477675622720366, 2.985341209370109
2.6476316281738557, 3.785884945762833
","3.093767981267718, 3.1729686475871537
2.860276058153173, 3.3647655844312436
2.697665611698401, 3.4273080638369255
"
XLFTM8YZ,"0.8357627513426266, 1.1836625434680688
0.8416277531064343, 1.1279450267118936
0.8738852628073779, 1.160202536412837
0.9618602892644965, 1.2599075663975716
0.9589277883825925, 1.3097600813899386
0.9970502998473438, 1.2921650760985148
1.123147837769214, 1.4270601166660966
1.114350335123502, 1.468115129012752
1.161270349233965, 1.4593176263670402
","1.4691829418338802, 1.1279450267118936
1.5219679577081515, 1.113282522302374
1.477980444479592, 1.0956875170109501
1.3929379189043776, 0.9901174852624078
1.366545410967242, 0.9959824870262158
1.35774790832153, 0.9519949737976565
1.2463128748091798, 0.8200324341119785
1.1964603598168126, 0.8229649349938826
1.2023253615806206, 0.799504927938651
"
JWULZHQX,"1.979166666666667, 3.2114005285013216
5.854166666666667, 8.44056719516799
","5.9375, 8.148900528501322
2.0000000000000004, 2.961400528501321
"
9ND8IZ68,"13.49999999999999, 11.599017056952867
12.87037037037036, 10.876794834730646
10.759259259259252, 9.617535575471388
12.703703703703695, 7.691609649545464
14.462962962962951, 6.74716520510102
11.370370370370363, 4.969387427323244
9.111111111111104, 5.654572612508428
16.648148148148135, 5.154572612508428
","14.314814814814804, 7.691609649545464
15.277777777777768, 5.802720760656576
12.333333333333323, 6.210128168063982
12.611111111111102, 6.0804985384343535
10.796296296296287, 6.487905945841761
11.981481481481474, 5.191609649545465
10.4074074074074, 5.673091131026947
9.759259259259252, 5.080498538434354
8.277777777777771, 3.83975779769361
"
332IUC6W,"15.216216216216237, 10.429879006913906
12.027027027027042, 9.64609522313012
16.243243243243263, 8.646095223130118
10.94594594594596, 15.754203331238235
12.621621621621637, 14.105554682589586
23.054054054054085, 13.42987900691391
4.297297297297303, 17.240689817724725
","21.837837837837863, 9.483933060967956
19.972972972973, 10.456906033940932
13.540540540540558, 16.510960087994995
10.02702702702704, 15.429879006913913
6.513513513513522, 17.42987900691391
3.540540540540545, 17.321770898805806
"
XP8B8A4S,"3.125887350768773, 0.820961683237354
1.543259246223374, 1.088669919827123
","2.59834464925364, 0.9075731715458089
1.0078427730438362, 1.2146502664576024
"
X4JRKWSH,"39,285714285714285; 53,545236966289586
27,777777777777768; 12,910316331368968
24,603174603174597; 7,830951252003889","37,3015873015873; 45,0531734742261
35,31746031746031; 35,29126871232135
33,49206349206349; 26,00555442660706"
XJADVEP3,"11.871794871794853, 16.984404125761124
12.205128205128187, 16.753634894991894
12.538461538461519, 17.31773745909446
12.58974358974357, 17.77927592063292
","9.02564102564101, 4.394660536017555
8.999999999999986, 4.061327202684222
8.948717948717935, 1.7279938693508936
9.974358974358958, 1.0613272026842269
"
VRXNQXXR,"-124.756450653076,49.543757534968
-124.748725891113,49.4842415100589
-124.730701446533,49.4614859315697
-124.791984558105,49.4802265879002
-124.839363098144,49.5230354534355
-124.689116477966,49.9696069421606
-124.712290763855,49.9917117759461
-124.716796875,49.9944431288564
-124.748468399048,50.0432502293259
-125.287528038025,48.9636806950578
-125.025916099548,48.8973678274065
-125.012011528015,48.9051540008053","-125.018706321716,48.9010918008019
-125.009951591492,48.9092158706294
-125.25456905365,48.9528601200731
-124.835886955261,49.5227847293135
-124.792628288269,49.4819831568517
-124.74524974823,49.4570507095025
-124.744477272034,49.4831541678131
-124.752717018127,49.5401652229781
-124.737696647644,50.0425612086897
-124.682593345642,49.9764795701481
-124.687399864197,49.9695241334297
-124.688258171081,49.9726155627495"
FLK6ZVBE,"81,50851901044848; 63,82299806819648
87,12979618358285; 62,93542798822788","101,18298911641881; 117,22513121297307
110,05868991610467; 123,88190681273745
115,5320387425776; 115,59791939969732
112,7214001560104; 104,35536505342856
114,20068362262474; 65,45020988147222
119,08231906245196; 42,52131614895041
119,67403244909768; 15,450428709908529
74,8517434106841; 40,59824764235181
78,254095383897; 52,28458702860486
65,3843292243525; 46,51538150880905"
G2RWJYER,"6.214491754219248, 7.042719855096073
7.273111800679309, 7.0231157801616275
13.526811704767447, 6.768262806013835
14.487411376555281, 7.121136154833855
14.820680650440856, 6.9250954054894
15.07553362458865, 6.5330139068004875
15.369594748605332, 6.25855685771825
15.781280322228689, 5.807663134226002
19.153181210953328, 4.592210488290377
18.95714046160887, 4.0432963901259
","8.390544071942706, 8.709066224523948
8.076878872991577, 8.944315123737294
8.155295172729359, 10.022539245131801
8.214107397532697, 10.493037043558493
8.057274798057131, 11.277200040936318
7.4691525500237645, 11.66928153962523
17.820104115411027, 11.66928153962523
17.839708190345476, 12.473048611937497
18.447434513313286, 12.923942335429746
18.48664266318218, 13.394440133856438
"
RDJS2L9J,"4.438095238095237, 4.220810142238713
4.6761904761904765, 4.135095856524429
4.914285714285715, 3.9255720470006183
4.6571428571428575, 3.8684291898577614
4.638095238095238, 3.763667285095857
4.561904761904762, 3.620810142238714
4.723809523809524, 3.335095856524428
4.628571428571428, 3.2684291898577613
3.5428571428571427, 1.544619666048238
3.5904761904761906, 1.1446196660482373
3.342857142857143, 0.9827149041434754
3.276190476190476, 1.4017625231910946
3.304761904761905, 1.6684291898577612
3.0952380952380953, 1.458905380333952
2.980952380952381, 1.706524427953
2.657142857142857, 1.6493815708101427
","2.1999999999999997, 2.9731910946196662
2.3523809523809525, 2.839857761286333
2.1714285714285713, 2.839857761286333
2.304761904761905, 2.7160482374768087
2.0857142857142854, 2.6303339517625237
2.238095238095238, 2.5350958565244284
"
QVZKGS69,"151.227879388486,-33.7963100108117
151.230256051808,-33.8061847184142
151.249863524213,-33.8071721265081
151.268282664957,-33.8010829284139
151.25124991115,-33.8185265005666
151.265113780528,-33.8237917856756
151.262539061929,-33.8353084665911
151.276006820753,-33.8372825989671
151.273432102154,-33.8570214146364
151.252042132258,-33.8558701089808
151.21520385077,-33.8581727047716
151.226691056825,-33.8634355477364
151.27679904186,-33.645909406133
151.28115625795,-33.6325533678831
151.288880413746,-33.623153432573
151.303140393677,-33.6208445196382
151.301357896186,-33.5952774211177
151.305913167552,-33.5860384114774","151.300961785632,-33.5908230221388
151.298189011756,-33.599071727701
151.315617876116,-33.6248026182175
151.286503750424,-33.6266166859656
151.285711529317,-33.6497014837885
151.300565675078,-33.6498663529406
151.232236604576,-33.8005891906598
151.228671609593,-33.8121089960568
151.2457043634,-33.8102988436326
151.249863524213,-33.8121089960568
151.265113780528,-33.8040452951219
151.257191569455,-33.8285631702823
151.280760147396,-33.8436982142729
151.259568232777,-33.8418887305176
151.24629852923,-33.8514292132159
151.230850217638,-33.8511002487891
151.212629132171,-33.8629421699876
151.266698222742,-33.8693558583442"
J89Z83QT,"2.700865943354527, 2.0107300475605956
2.843721662672452, 2.050908218618762
2.955327693389581, 2.050908218618762
2.986577381990377, 2.100014872134299
3.035684035505914, 1.9571591528163734
3.075862206564081, 1.8544816045566146
2.866042868815878, 1.872338569471355
","3.589249947862875, 1.4080574816880977
4.620489671689149, 1.0509181833932844
3.450858469773635, 0.6803861614124154
3.611571154006301, 0.20717659117178766
2.316941197687602, 0.8232418807303407
2.0848006537959733, 0.3411038280323426
1.06248941242707, 1.5018065474904863
0.9999900352254776, 2.841078916096037
1.5401632238963832, 1.6401980255797264
2.0133727941370108, 1.8053749510410777
1.9955158292222699, 2.3321554160259272
2.4910466056063236, 2.1178718370490395
2.4865823643776386, 1.9393021879016328
2.7812222854708595, 1.7116258852386892
2.5401532591218605, 1.2652017623701723"
BB7SW5NM,"4.577571432834595, 3.893538232682017
5.025890284503963, 3.3901626799304467
5.828145071701779, 3.264318791742554
","5.434882921114614, 3.335105978848244
5.269712817868005, 3.358701707883473
4.648358619940285, 3.775559587505868
5.0809469855861655, 2.886787127178876
"
